1.126259462250000000e+09,4.825775534740657503e-25
1.126259462250061035e+09,3.430744407868812813e-25
1.126259462250122070e+09,2.760189745234000947e-25
1.126259462250183105e+09,2.820404899486351382e-25
1.126259462250244141e+09,3.615077713955137988e-25
1.126259462250305176e+09,5.145207245980062943e-25
1.126259462250366211e+09,7.408910156458205697e-25
1.126259462250427246e+09,1.040112299983437730e-24
1.126259462250488281e+09,1.411322529390802640e-24
1.126259462250549316e+09,1.853262352634530999e-24
1.126259462250610352e+09,2.364234587105024440e-24
1.126259462250671387e+09,2.942069988303440945e-24
1.126259462250732422e+09,3.584104040669558181e-24
1.126259462250793457e+09,4.287168307327554277e-24
1.126259462250854492e+09,5.047598179144508442e-24
1.126259462250915527e+09,5.861256901898988867e-24
1.126259462250976562e+09,6.723573820286139238e-24
1.126259462251037598e+09,7.629593141654400967e-24
1.126259462251098633e+09,8.574028428436165080e-24
1.126259462251159668e+09,9.551317633615831314e-24
1.126259462251220703e+09,1.055567385215821452e-23
1.126259462251281738e+09,1.158112801549188053e-23
1.126259462251342773e+09,1.262156134535779526e-23
1.126259462251403809e+09,1.367072726792590080e-23
1.126259462251464844e+09,1.472226438579951409e-23
1.126259462251525879e+09,1.576970372954553360e-23
1.126259462251586914e+09,1.680647461757118525e-23
1.126259462251647949e+09,1.782591387629300269e-23
1.126259462251708984e+09,1.882128284615036353e-23
1.126259462251770020e+09,1.978579556917528553e-23
1.126259462251831055e+09,2.071265997136751938e-23
1.126259462251892090e+09,2.159513195134750345e-23
1.126259462251953125e+09,2.242658034689775713e-23
1.126259462252014160e+09,2.320055906057933307e-23
1.126259462252075195e+09,2.391088143581718128e-23
1.126259462252136230e+09,2.455169146331535731e-23
1.126259462252197266e+09,2.511752664209370346e-23
1.126259462252258301e+09,2.560336828603131422e-23
1.126259462252319336e+09,2.600467661522012303e-23
1.126259462252380371e+09,2.631740987549795627e-23
1.126259462252441406e+09,2.653802871070636266e-23
1.126259462252502441e+09,2.666348878080523753e-23
1.126259462252563477e+09,2.669122591699769543e-23
1.126259462252624512e+09,2.661913874441478189e-23
1.126259462252685547e+09,2.644557359336477074e-23
1.126259462252746582e+09,2.616931568246897233e-23
1.126259462252807617e+09,2.578958911999206395e-23
1.126259462252868652e+09,2.530606645103666361e-23
1.126259462252929688e+09,2.471888655232427354e-23
1.126259462252990723e+09,2.402867793325819671e-23
1.126259462253051758e+09,2.323658320494951468e-23
1.126259462253112793e+09,2.234427982477696558e-23
1.126259462253173828e+09,2.135399231429926677e-23
1.126259462253234863e+09,2.026849197382671350e-23
1.126259462253295898e+09,1.909108155929162866e-23
1.126259462253356934e+09,1.782556423600146316e-23
1.126259462253417969e+09,1.647619810845784889e-23
1.126259462253479004e+09,1.504763945408184931e-23
1.126259462253540039e+09,1.354487919236123381e-23
1.126259462253601074e+09,1.197317789299436824e-23
1.126259462253662109e+09,1.033800465345104418e-23
1.126259462253723145e+09,8.644984454315764632e-24
1.126259462253784180e+09,6.899857236615085362e-24
1.126259462253845215e+09,5.108450140562409505e-24
1.126259462253906250e+09,3.276662366179262931e-24
1.126259462253967285e+09,1.410460254924351634e-24
1.126259462254028320e+09,-4.841212781139515109e-25
1.126259462254089355e+09,-2.400975693979656982e-24
1.126259462254150391e+09,-4.333925023205758768e-24
1.126259462254211426e+09,-6.276727544009041979e-24
1.126259462254272461e+09,-8.223095911421509531e-24
1.126259462254333496e+09,-1.016672696560319141e-23
1.126259462254394531e+09,-1.210134250786338786e-23
1.126259462254455566e+09,-1.402073848230575852e-23
1.126259462254516602e+09,-1.591883851742322526e-23
1.126259462254577637e+09,-1.778974688904633052e-23
1.126259462254638672e+09,-1.962779579993678513e-23
1.126259462254699707e+09,-2.142758246040838077e-23
1.126259462254760742e+09,-2.318399271500504194e-23
1.126259462254821777e+09,-2.489220970908373089e-23
1.126259462254882812e+09,-2.654770807012580993e-23
1.126259462254943848e+09,-2.814623600095772422e-23
1.126259462255004883e+09,-2.968378926331328825e-23
1.126259462255065918e+09,-3.115658203794021819e-23
1.126259462255126953e+09,-3.256101993392022064e-23
1.126259462255187988e+09,-3.389367994367018852e-23
1.126259462255249023e+09,-3.515130097247118851e-23
1.126259462255310059e+09,-3.633078688566760744e-23
1.126259462255371094e+09,-3.742922206265894996e-23
1.126259462255432129e+09,-3.844389751368951659e-23
1.126259462255493164e+09,-3.937234398905778745e-23
1.126259462255554199e+09,-4.021236743082313624e-23
1.126259462255615234e+09,-4.096208174318594393e-23
1.126259462255676270e+09,-4.161993424342415001e-23
1.126259462255737305e+09,-4.218472024171815756e-23
1.126259462255798340e+09,-4.265558482239961049e-23
1.126259462255859375e+09,-4.303201181817843348e-23
1.126259462255920410e+09,-4.331380189585368592e-23
1.126259462255981445e+09,-4.350104331861414178e-23
1.126259462256042480e+09,-4.359408006938031836e-23
1.126259462256103516e+09,-4.359348244283782035e-23
1.126259462256164551e+09,-4.350002487510348371e-23
1.126259462256225586e+09,-4.331467472653932356e-23
1.126259462256286621e+09,-4.303859411832527714e-23
1.126259462256347656e+09,-4.267315498367700963e-23
1.126259462256408691e+09,-4.221996551513257032e-23
1.126259462256469727e+09,-4.168090446144822529e-23
1.126259462256530762e+09,-4.105815850575878679e-23
1.126259462256591797e+09,-4.035425742061155816e-23
1.126259462256652832e+09,-3.957210192389765874e-23
1.126259462256713867e+09,-3.871498011830572994e-23
1.126259462256774902e+09,-3.778656994362097605e-23
1.126259462256835938e+09,-3.679092697709122030e-23
1.126259462256896973e+09,-3.573245890039730182e-23
1.126259462256958008e+09,-3.461588971954662414e-23
1.126259462257019043e+09,-3.344621811555672350e-23
1.126259462257080078e+09,-3.222867492928530311e-23
1.126259462257141113e+09,-3.096868465238146705e-23
1.126259462257202148e+09,-2.967183492974929512e-23
1.126259462257263184e+09,-2.834385660807999156e-23
1.126259462257324219e+09,-2.699061501074500723e-23
1.126259462257385254e+09,-2.561811115962468967e-23
1.126259462257446289e+09,-2.423248989317321248e-23
1.126259462257507324e+09,-2.284005051343044904e-23
1.126259462257568359e+09,-2.144725493184481384e-23
1.126259462257629395e+09,-2.006072837698322761e-23
1.126259462257690430e+09,-1.868724856679365224e-23
1.126259462257751465e+09,-1.733372071371405675e-23
1.126259462257812500e+09,-1.600713760934788870e-23
1.126259462257873535e+09,-1.471452605200640631e-23
1.126259462257934570e+09,-1.346288273974219827e-23
1.126259462257995605e+09,-1.225910418110730996e-23
1.126259462258056641e+09,-1.110991596659279447e-23
1.126259462258117676e+09,-1.002180678063048869e-23
1.126259462258178711e+09,-9.000971813540303609e-24
1.126259462258239746e+09,-8.053268863080668563e-24
1.126259462258300781e+09,-7.184188600302030900e-24
1.126259462258361816e+09,-6.398838483783807853e-24
1.126259462258422852e+09,-5.701937935260104072e-24
1.126259462258483887e+09,-5.097820915193488573e-24
1.126259462258544922e+09,-4.590441176939439630e-24
1.126259462258605957e+09,-4.183375359153689512e-24
1.126259462258666992e+09,-3.879819714177602415e-24
1.126259462258728027e+09,-3.682577568767257755e-24
1.126259462258789062e+09,-3.594036377803156308e-24
1.126259462258850098e+09,-3.616135197111426303e-24
1.126259462258911133e+09,-3.750325273517247012e-24
1.126259462258972168e+09,-3.997527947391358518e-24
1.126259462259033203e+09,-4.358094959026267834e-24
1.126259462259094238e+09,-4.831776407691056372e-24
1.126259462259155273e+09,-5.417701002833579137e-24
1.126259462259216309e+09,-6.114371955763293758e-24
1.126259462259277344e+09,-6.919680073330075134e-24
1.126259462259338379e+09,-7.830933592148972980e-24
1.126259462259399414e+09,-8.844902327426631156e-24
1.126259462259460449e+09,-9.957872090534366913e-24
1.126259462259521484e+09,-1.116570428941407868e-23
1.126259462259582520e+09,-1.246389531529387538e-23
1.126259462259643555e+09,-1.384763077981688357e-23
1.126259462259704590e+09,-1.531183082634843337e-23
1.126259462259765625e+09,-1.685118442244631069e-23
1.126259462259826660e+09,-1.846017249451916679e-23
1.126259462259887695e+09,-2.013308169802766881e-23
1.126259462259948730e+09,-2.186401223824724483e-23
1.126259462260009766e+09,-2.364688422509127251e-23
1.126259462260070801e+09,-2.547544740067506059e-23
1.126259462260131836e+09,-2.734329866625269245e-23
1.126259462260192871e+09,-2.924391071618057281e-23
1.126259462260253906e+09,-3.117067342626699589e-23
1.126259462260314941e+09,-3.311694768870634654e-23
1.126259462260375977e+09,-3.507612942653072202e-23
1.126259462260437012e+09,-3.704171984913381447e-23
1.126259462260498047e+09,-3.900739687686581401e-23
1.126259462260559082e+09,-4.096708223775578259e-23
1.126259462260620117e+09,-4.291499908937034568e-23
1.126259462260681152e+09,-4.484571609553625569e-23
1.126259462260742188e+09,-4.675417553565815227e-23
1.126259462260803223e+09,-4.863570500375846853e-23
1.126259462260864258e+09,-5.048601427633526442e-23
1.126259462260925293e+09,-5.230118069764940747e-23
1.126259462260986328e+09,-5.407762769054335495e-23
1.126259462261047363e+09,-5.581210156836717463e-23
1.126259462261108398e+09,-5.750165161957004058e-23
1.126259462261169434e+09,-5.914361749579463010e-23
1.126259462261230469e+09,-6.073562640077322592e-23
1.126259462261291504e+09,-6.227560068260896010e-23
1.126259462261352539e+09,-6.376177446116256697e-23
1.126259462261413574e+09,-6.519271617143112300e-23
1.126259462261474609e+09,-6.656735263635644448e-23
1.126259462261535645e+09,-6.788498968991284698e-23
1.126259462261596680e+09,-6.914532454475872270e-23
1.126259462261657715e+09,-7.034844601544007784e-23
1.126259462261718750e+09,-7.149482023477426423e-23
1.126259462261779785e+09,-7.258526141338588460e-23
1.126259462261840820e+09,-7.362088920846727454e-23
1.126259462261901855e+09,-7.460307608979921615e-23
1.126259462261962891e+09,-7.553338944916995311e-23
1.126259462262023926e+09,-7.641353389201528448e-23
1.126259462262084961e+09,-7.724529907387854756e-23
1.126259462262145996e+09,-7.803051760912308635e-23
1.126259462262207031e+09,-7.877103610721427464e-23
1.126259462262268066e+09,-7.946870049886565403e-23
1.126259462262329102e+09,-8.012535477849829834e-23
1.126259462262390137e+09,-8.074285040984991684e-23
1.126259462262451172e+09,-8.132306219386389261e-23
1.126259462262512207e+09,-8.186790559374473379e-23
1.126259462262573242e+09,-8.237935046734261734e-23
1.126259462262634277e+09,-8.285942687524192990e-23
1.126259462262695312e+09,-8.331022000433446498e-23
1.126259462262756348e+09,-8.373385306465812577e-23
1.126259462262817383e+09,-8.413245900902966706e-23
1.126259462262878418e+09,-8.450814379188801075e-23
1.126259462262939453e+09,-8.486294534570356640e-23
1.126259462263000488e+09,-8.519879329029014162e-23
1.126259462263061523e+09,-8.551747447512552107e-23
1.126259462263122559e+09,-8.582060877177325264e-23
1.126259462263183594e+09,-8.610963818119634834e-23
1.126259462263244629e+09,-8.638583049720416602e-23
1.126259462263305664e+09,-8.665029674076742743e-23
1.126259462263366699e+09,-8.690401964932407245e-23
1.126259462263427734e+09,-8.714788895560516072e-23
1.126259462263488770e+09,-8.738273825110870218e-23
1.126259462263549805e+09,-8.760937803938293412e-23
1.126259462263610840e+09,-8.782862017238475852e-23
1.126259462263671875e+09,-8.804129014310635637e-23
1.126259462263732910e+09,-8.824822549100427617e-23
1.126259462263793945e+09,-8.845026060082317903e-23
1.126259462263854980e+09,-8.864820014204970813e-23
1.126259462263916016e+09,-8.884278501607825919e-23
1.126259462263977051e+09,-8.903465571338044879e-23
1.126259462264038086e+09,-8.922431828253024847e-23
1.126259462264099121e+09,-8.941211763496587940e-23
1.126259462264160156e+09,-8.959822172737448097e-23
1.126259462264221191e+09,-8.978261845550575875e-23
1.126259462264282227e+09,-8.996512511508099691e-23
1.126259462264343262e+09,-9.014540833339652447e-23
1.126259462264404297e+09,-9.032301074154467726e-23
1.126259462264465332e+09,-9.049737958702513046e-23
1.126259462264526367e+09,-9.066789214146043267e-23
1.126259462264587402e+09,-9.083387319212356832e-23
1.126259462264648438e+09,-9.099460105733120452e-23
1.126259462264709473e+09,-9.114930026614092447e-23
1.126259462264770508e+09,-9.129712104216713254e-23
1.126259462264831543e+09,-9.143710773488527613e-23
1.126259462264892578e+09,-9.156816005363580720e-23
1.126259462264953613e+09,-9.168899212647887982e-23
1.126259462265014648e+09,-9.179809485514740889e-23
1.126259462265075684e+09,-9.189370670154292670e-23
1.126259462265136719e+09,-9.197379696931140046e-23
1.126259462265197754e+09,-9.203606399347495028e-23
1.126259462265258789e+09,-9.207794866472296551e-23
1.126259462265319824e+09,-9.209666168503602651e-23
